Project Phase Name,Start Date, End Date,Project Duration,Project Budget Amount,EAC,Overrun,Budget overrun / Saved %
Design,09/08/2022,18/04/2023,252,327500,203345,0,-0.38
Construction,07/03/2023,22/04/2025,777,7368750,6694743,0,-0.09
Scope,14/10/2021,30/03/2022,167,96080,128549,1,0.34
Design,14/04/2023,16/04/2024,368,472411,325924,0,-0.31
Scope,13/01/2023,15/02/2023,33,2739,15811,1,4.77
Design,13/04/2023,16/04/2024,369,12325,26780,1,1.17
Scope,08/09/2023,24/08/2023,15,2093,20350,1,8.72
Design,25/08/2023,16/04/2024,235,9419,21342,1,1.27
Scope,14/09/2023,26/02/2025,531,300531,300531,1,0.00
Scope,09/06/2024,15/01/2025,220,16050,9583,0,-0.40
Design,22/01/2025,04/10/2025,255,64200,66233,1,0.03
Design,13/11/2023,21/08/2024,282,62164,82216,1,0.32
Design,30/12/2024,15/04/2025,106,92874,76491,0,-0.18
Scope,24/02/2020,29/11/2021,644,10073,19341,1,0.92
Design,12/08/2021,12/02/2022,184,45329,108759,1,1.40
Design,25/07/2023,14/05/2024,294,905472,345200,0,-0.62
Scope,13/04/2023,18/09/2023,158,1195340,1294788,1,0.08
Design,19/09/2023,05/09/2024,352,5379030,3284523,0,-0.39
Scope,05/11/2023,05/11/2023,1,39545,4491,0,-0.89
Design,05/12/2023,16/01/2024,42,197723,148193,0,-0.25
Construction,20/05/2024,29/07/2025,435,4448759,5017826,1,0.13
Scope,20/04/2023,17/08/2023,119,952120,739542,0,-0.22
Design,18/08/2023,05/09/2024,384,4284540,2657788,0,-0.38
Scope,22/04/2024,17/09/2024,148,1654755,1055015,0,-0.36
Design,18/09/2024,15/04/2025,209,6619022,3986356,0,-0.40
Scope,23/04/2024,23/04/2024,1,49485,23203,0,-0.53
Design,24/04/2024,11/06/2024,48,230930,145811,0,-0.37
Scope,05/03/2024,31/03/2025,391,39186,52410,1,0.34
Scope,07/11/2024,26/11/2024,19,546228,344240,0,-0.37
Design,16/12/2024,18/04/2025,123,2539265,524932,0,-0.79
Scope,15/08/2024,10/09/2024,26,164622,179268,1,0.09
Design,23/10/2024,28/03/2025,156,792623,469105,0,-0.41
Scope,17/07/2025,24/07/2025,7,4033,488,0,-0.88
Scope,08/05/2021,12/06/2021,35,79322,74227,0,-0.06
Design,15/12/2021,19/07/2023,581,396611,235051,0,-0.41
Scope,02/10/2022,27/07/2022,67,11184,9602,0,-0.14
Design,08/09/2022,05/11/2023,423,50326,16345,0,-0.68
Scope,12/01/2021,07/08/2022,572,23546,23333,0,-0.01
Design,07/11/2022,22/05/2023,196,105958,71387,0,-0.33
Scope,17/09/2014,16/03/2015,180,226470,129723,0,-0.43
Design,27/04/2006,27/04/2014,2922,898205,1149683,1,0.28
Scope,25/08/2025,29/08/2025,4,3672,468,0,-0.87
Scope,16/11/2018,02/08/2022,1355,156640,243953,1,0.56
Design,17/02/2022,04/11/2025,1356,737550,883986,1,0.20
Scope,28/10/2019,28/02/2020,123,67959,131413,1,0.93
Design,03/11/2020,22/12/2021,414,339795,432821,1,0.27
Scope,11/05/2021,12/04/2023,701,84779,322193,1,2.80
Scope,21/07/2022,31/03/2023,253,97063,132170,1,0.36
Design,21/04/2023,10/10/2023,172,485315,458655,0,-0.05
Scope,01/08/2025,27/02/2025,155,1530,915,0,-0.40
Scope,10/08/2021,19/11/2024,1197,535511,324223,0,-0.39
Design,12/06/2024,15/04/2025,307,2500133,808602,0,-0.68
Scope,29/08/2025,09/02/2025,201,3415,534,0,-0.84
Scope,28/04/2022,08/09/2022,133,10940,26136,1,1.39
Design,08/12/2022,22/12/2022,14,49230,59946,1,0.22
Design,06/08/2021,02/11/2022,453,44507,93046,1,1.09
Design,18/10/2024,16/04/2025,180,34743,28725,0,-0.17
Scope,13/08/2025,13/08/2025,1,3954,680,0,-0.83
Scope,20/04/2021,23/07/2021,94,80154,74693,0,-0.07
Design,27/07/2021,15/12/2021,141,400084,400374,1,0.00
Scope,30/06/2023,22/11/2023,145,89511,205969,1,1.30
Design,13/12/2023,30/04/2024,139,446924,556486,1,0.25
Scope,31/07/2025,20/08/2025,20,3733,430,0,-0.88
Scope,24/02/2023,23/09/2025,942,64,64,1,0.00
Scope,13/09/2018,20/02/2019,160,39159,33257,0,-0.15
Design,20/02/2019,16/05/2019,85,151190,135441,0,-0.10
Scope,07/06/2023,06/04/2024,304,194724,172441,0,-0.11
Design,06/06/2024,12/05/2024,25,895769,525852,0,-0.41
Design,12/01/2023,03/06/2024,508,66300,25109,0,-0.62
Scope,27/06/2022,13/01/2023,200,145740,278877,1,0.91
Design,18/01/2023,05/05/2023,107,728699,705362,0,-0.03
Scope,31/07/2025,20/08/2025,20,3703,575,0,-0.84
Scope,20/08/2025,24/09/2025,35,4292,314,0,-0.93
Scope,06/01/2023,17/09/2024,620,35455,132203,1,2.73
Design,24/09/2024,19/02/2025,148,163002,327220,1,1.01
Scope,06/11/2019,25/10/2019,12,151880,230068,1,0.51
Design,13/11/2019,14/04/2020,153,759401,630135,0,-0.17
Scope,16/06/2021,11/04/2021,66,63240,154878,1,1.45
Design,18/11/2021,18/04/2022,151,316200,319180,1,0.01
Scope,23/04/2025,05/02/2025,77,4406,1655,0,-0.62
Scope,15/10/2015,31/12/2015,77,122396,132963,1,0.09
Design,25/04/2022,24/06/2016,2131,480196,554257,1,0.15
Scope,20/01/2022,08/05/2022,108,129466,198738,1,0.54
Design,11/12/2024,05/07/2025,206,57000,62169,1,0.09
Scope,18/06/2024,10/04/2024,69,71790,109339,1,0.52
Design,16/10/2024,19/02/2025,126,335020,308700,0,-0.08
Scope,15/11/2024,22/01/2025,68,267615,144849,0,-0.46
Design,22/01/2025,04/09/2025,225,1248872,571876,0,-0.54
Scope,23/06/2025,23/06/2025,1,39956,97,0,-1.00
Scope,22/12/2017,03/02/2018,43,58200,79294,1,0.36
Design,14/03/2018,14/05/2018,61,232800,327466,1,0.41
Scope,27/06/2019,23/08/2019,57,65750,74244,1,0.13
Design,09/10/2019,20/12/2019,72,328750,363880,1,0.11
Scope,20/09/2024,24/09/2024,4,3404,2786,0,-0.18
Design,24/09/2024,26/03/2025,183,15320,11147,0,-0.27
Scope,03/01/2023,03/03/2023,59,3700,7695,1,1.08
Design,03/03/2023,05/03/2023,2,16650,30781,1,0.85
Construction,10/02/2023,06/12/2025,1030,214600,200569,0,-0.07
Scope,06/11/2024,18/10/2024,19,22940,140444,1,5.12
Scope,12/04/2024,27/01/2025,290,2531,2217,0,-0.12
Scope,28/05/2025,09/09/2025,104,178215,94623,0,-0.47
Scope,06/03/2019,23/12/2019,292,219544,234183,1,0.07
Design,10/06/2021,01/05/2023,690,1080292,962029,0,-0.11
Scope,14/10/2022,22/02/2023,131,190537,185671,0,-0.03
Design,04/04/2023,09/07/2023,96,941194,351159,0,-0.63
Scope,16/05/2022,28/02/2023,288,1281380,762440,0,-0.40
Design,28/02/2023,05/12/2023,280,5766210,2437482,0,-0.58
Scope,16/12/2014,22/04/1981,12291,90011,99548,1,0.11
Design,17/04/2015,22/09/2015,158,360045,315763,0,-0.12
Scope,29/10/2018,21/03/2019,143,257999,136796,0,-0.47
Design,21/03/2019,17/05/2019,57,1032001,652549,0,-0.37
Construction,22/07/2019,28/08/2022,1133,19350000,18473093,0,-0.05
Scope,16/06/2022,18/09/2024,825,294820,265018,0,-0.10
Scope,06/06/2022,29/11/2022,176,28900,33066,1,0.14
Design,29/11/2022,21/03/2023,112,144499,125182,0,-0.13
Scope,31/08/2022,12/09/2022,12,96409,194014,1,1.01
Design,12/09/2022,21/04/2023,221,478159,485303,1,0.01
Design,21/04/2021,03/09/2022,500,88053,101314,1,0.15
Design,01/07/2025,15/04/2025,77,24281,15998,0,-0.34
Scope,23/10/2018,09/12/2019,412,17460,46104,1,1.64
Design,09/06/2022,03/02/2023,239,78570,154306,1,0.96
Scope,29/09/2022,21/02/2023,145,116472,183838,1,0.58
Design,21/02/2023,26/07/2023,155,576109,480269,0,-0.17
Scope,19/03/2018,30/07/2019,498,30972,47184,1,0.52
Design,09/12/2019,06/10/2020,302,148068,207810,1,0.40
Scope,21/03/2022,04/04/2022,14,11376,28137,1,1.47
Design,04/05/2022,04/12/2023,579,56882,66010,1,0.16
Design,21/03/2022,04/12/2023,623,1017070,522933,0,-0.49
Scope,30/06/2022,15/06/2023,350,123500,167490,1,0.36
Design,07/11/2023,28/04/2025,538,617500,487253,0,-0.21
Scope,11/06/2023,02/07/2024,387,4482,29776,1,5.64
Design,02/07/2024,18/04/2024,75,20169,119098,1,4.91
Scope,26/06/2023,10/03/2023,108,148504,172926,1,0.16
Design,10/10/2023,04/02/2024,117,735127,434369,0,-0.41
Scope,25/09/2015,18/12/2015,84,83700,137252,1,0.64
Design,25/04/1960,28/04/1960,3,334800,682615,1,1.04
Scope,15/03/2023,20/03/2023,5,3900,3109,0,-0.20
Design,20/03/2023,05/03/2023,15,17550,12436,0,-0.29
Construction,10/02/2023,06/12/2025,1030,226200,205588,0,-0.09
Scope,18/04/2022,18/04/1955,24472,251956,219032,0,-0.13
Design,18/04/1955,19/04/1952,1094,991112,1581983,1,0.60
Scope,03/12/2021,09/01/2021,328,166231,168056,1,0.01
Design,17/09/2021,03/10/2022,381,824628,553265,0,-0.33
Scope,31/07/2018,12/12/2018,134,17685,39477,1,1.23
Design,01/07/2019,17/05/2019,45,70740,175813,1,1.49
Scope,30/08/2019,27/10/2021,789,140840,194330,1,0.38
Design,11/05/2021,05/05/2022,359,704200,559040,0,-0.21
Scope,17/10/2018,20/02/2019,126,182490,114694,0,-0.37
Design,20/02/2019,05/10/2019,227,729960,718155,0,-0.02
Scope,29/07/2025,30/07/2025,1,3953,905,0,-0.77
Scope,10/03/2018,14/01/2019,310,141298,143215,1,0.01
Design,30/01/2019,15/05/2019,105,608905,670347,1,0.10
Scope,23/06/2023,25/09/2023,94,11659,15501,1,0.33
Design,10/02/2023,02/07/2024,508,52464,58629,1,0.12
Scope,31/01/2019,27/03/2019,55,18375,39984,1,1.18
Design,27/03/2019,17/05/2019,51,73500,110566,1,0.50
Scope,10/08/2019,31/01/2020,174,17800,28741,1,0.61
Design,19/02/2020,10/06/2021,477,80100,122905,1,0.53
Design,01/06/2022,03/02/2022,118,24000,11954,0,-0.50
Construction,20/05/2022,23/07/2024,795,352000,237403,0,-0.33
Scope,06/06/2024,10/03/2024,88,29007,9719,0,-0.66
Design,10/04/2024,21/02/2025,317,135364,98737,0,-0.27
Scope,05/05/2025,05/12/2025,214,3729,966,0,-0.74
Design,16/04/2024,04/11/2025,567,27747,57550,1,1.07
Design,19/09/2024,04/11/2025,411,2253,31932,1,13.17
Scope,22/06/2023,11/03/2023,103,110505,193356,1,0.75
Design,15/11/2023,05/07/2024,233,547485,435666,0,-0.20
Scope,22/08/2019,24/02/2020,186,19870,74031,1,2.73
Design,16/02/2021,22/02/2022,371,99350,408057,1,3.11
Scope,06/10/2024,10/11/2024,35,226193,247155,1,0.09
Design,30/10/2024,04/04/2025,156,1048905,406861,0,-0.61
Scope,12/11/2023,11/05/2024,181,172558,345752,1,1.00
Scope,17/06/2025,24/06/2025,7,4464,1151,0,-0.74
Scope,22/05/2024,17/03/2025,299,92601,83992,0,-0.09
Design,31/03/2025,09/03/2025,22,417085,209980,0,-0.50
Scope,13/06/2017,25/09/2017,104,27870,25449,0,-0.09
Design,21/02/2018,18/05/2018,86,102190,146069,1,0.43
Scope,13/01/2020,24/09/2021,620,83050,93248,1,0.12
Design,29/09/2021,05/10/2023,736,415250,516957,1,0.24
Scope,21/06/2024,15/10/2024,116,333135,189259,0,-0.43
Design,14/11/2024,04/11/2025,355,1552605,311812,0,-0.80
Scope,24/02/2025,03/04/2025,38,4996,640,0,-0.87
Design,03/04/2025,30/07/2025,118,19983,2561,0,-0.87
Scope,27/10/2020,27/10/2020,1,15255,19781,1,0.30
Design,18/12/2020,20/01/2022,398,68649,33358,0,-0.51
Scope,27/10/2020,27/10/2020,1,29810,65250,1,1.19
Design,28/10/2020,02/02/2021,97,149050,356987,1,1.40
Scope,29/01/2020,19/11/2021,660,94746,147862,1,0.56
Design,12/01/2021,13/05/2022,486,464365,494744,1,0.07
Scope,06/07/2023,10/06/2023,26,157820,299578,1,0.90
Design,11/03/2023,19/04/2024,405,779722,507890,0,-0.35
Scope,27/08/2025,17/09/2025,21,4161,2484,0,-0.40
Scope,22/05/2019,13/08/2019,83,13950,31091,1,1.23
Design,27/08/2019,31/03/2020,217,62775,81374,1,0.30
Scope,07/08/2022,04/11/2023,454,44850,148174,1,2.30
Design,12/01/2023,05/08/2024,571,224250,330041,1,0.47
Scope,06/10/2022,14/09/2022,22,14880,3551,0,-0.76
Design,14/09/2022,15/02/2023,154,66960,14206,0,-0.79
Scope,09/07/2022,15/11/2022,129,4575,5727,1,0.25
Design,15/11/2022,03/08/2023,261,20588,23005,1,0.12
Scope,20/07/2015,21/10/2015,93,16230,58517,1,2.61
Design,22/04/1988,26/04/1948,14606,64920,170942,1,1.63
Scope,06/03/2021,28/10/2021,236,239100,224699,0,-0.06
Design,24/11/2021,25/04/2022,152,1195500,451851,0,-0.62
Scope,17/10/2016,22/11/2016,36,81210,128714,1,0.58
Design,25/04/1963,30/04/1944,6934,324840,723791,1,1.23
Scope,28/05/2019,21/11/2019,177,82346,50393,0,-0.39
Design,01/08/2020,30/09/2022,790,403783,352969,0,-0.13
Scope,22/05/2024,26/09/2025,492,42202,73984,1,0.75
Scope,03/11/2022,03/11/2022,1,3800,5517,1,0.45
Design,16/03/2022,18/07/2022,124,17100,22067,1,0.29
Design,16/03/2022,31/03/2023,380,184148,81316,0,-0.56
Construction,23/10/2023,01/10/2025,709,2700841,2559719,0,-0.05
Scope,10/04/2023,09/05/2024,395,21874,84069,1,2.84
Scope,22/11/2022,01/06/2023,191,4425,1960,0,-0.56
Design,01/06/2023,03/08/2023,63,19913,8135,0,-0.59
Design,08/06/2024,13/01/2025,219,43237,82632,1,0.91
Scope,30/10/2018,04/01/2019,66,144558,109736,0,-0.24
Design,04/01/2019,17/05/2019,133,576841,592462,1,0.03
Design,05/03/2024,15/11/2024,255,53064,72116,1,0.36
Scope,05/10/2021,21/01/2022,108,70940,88498,1,0.25
Design,26/01/2022,13/09/2022,230,354701,410546,1,0.16
Construction,17/07/2023,04/06/2025,688,7980750,7428592,0,-0.07
Design,18/09/2019,20/09/2019,2,82783,137557,1,0.66
Design,02/07/2022,14/04/2022,79,44902,55440,1,0.23
Scope,07/03/2019,13/01/2020,312,85659,127711,1,0.49
Design,13/01/2020,23/04/2021,466,425946,660724,1,0.55
Scope,12/01/2022,01/04/2023,444,4080,1790,0,-0.56
Design,01/04/2023,15/03/2023,17,18360,7355,0,-0.60
Scope,15/03/2022,22/07/2022,129,213666,205904,0,-0.04
Design,28/07/2022,01/12/2023,491,1057363,379555,0,-0.64
Scope,13/08/2020,28/12/2020,137,82125,78452,0,-0.04
Design,31/12/2020,07/06/2021,158,410625,324601,0,-0.21
Scope,23/06/2023,25/09/2023,94,14789,15957,1,0.08
Design,10/02/2023,02/07/2024,508,66551,69738,1,0.05
Design,31/07/2024,04/11/2025,461,118342,85140,0,-0.28
Scope,07/11/2023,11/08/2023,88,37896,81892,1,1.16
Design,15/11/2023,14/05/2024,181,188387,258142,1,0.37
Scope,07/10/2024,16/07/2024,83,3440,1118,0,-0.68
Design,16/07/2024,01/09/2025,412,15480,4471,0,-0.71
Scope,07/08/2022,12/04/2023,248,113791,259600,1,1.28
Design,12/08/2023,29/04/2024,261,568955,527882,0,-0.07
Scope,22/09/2021,05/10/2022,378,72216,55719,0,-0.23
Design,27/06/2022,13/04/2023,290,357504,398303,1,0.11
Scope,04/10/2018,21/08/2018,44,243681,217728,0,-0.11
Design,19/09/2018,05/07/2019,289,967549,769586,0,-0.20
Scope,21/12/2022,01/06/2023,162,5000,1289,0,-0.74
Design,01/06/2023,15/03/2023,78,22500,5351,0,-0.76
Scope,07/05/2024,16/07/2024,70,2760,892,0,-0.68
Design,16/07/2024,16/01/2025,184,12420,3569,0,-0.71
Scope,10/12/2023,03/01/2024,24,128835,184387,1,0.43
Design,03/01/2024,05/07/2024,184,638381,873053,1,0.37
Scope,04/01/2022,05/03/2022,60,2480,1463,0,-0.41
Design,05/03/2022,18/07/2022,135,11160,5852,0,-0.48
Scope,18/10/2023,03/04/2024,168,64756,143450,1,1.22
Design,03/04/2024,14/05/2024,41,323780,723438,1,1.23
Scope,22/05/2020,11/09/2022,842,439294,1166314,1,1.65
Design,18/11/2022,25/04/2023,158,2193674,3192040,1,0.46
Scope,16/04/2019,10/10/2019,177,166282,176776,1,0.06
Scope,04/11/2022,15/03/2023,131,39968,96792,1,1.42
Design,16/03/2023,05/12/2023,264,199839,242114,1,0.21
Design,19/09/2023,04/09/2024,351,151912,116618,0,-0.23
Scope,18/06/2019,13/09/2019,87,43620,82414,1,0.89
Design,11/04/2019,11/04/2021,731,218100,549387,1,1.52
Scope,21/05/2021,20/07/2021,60,25550,128045,1,4.01
Design,08/04/2021,22/11/2021,228,127750,212539,1,0.66
Scope,03/05/2021,05/08/2024,1190,154000,105347,0,-0.32
Design,05/08/2024,15/05/2024,82,770000,474136,0,-0.38
Design,11/07/2023,24/04/2024,288,26220,27009,1,0.03
Design,16/03/2022,04/04/2023,384,192515,141329,0,-0.27
Construction,24/11/2023,29/08/2025,644,2823563,2891567,1,0.02
Scope,12/04/2023,23/08/2024,499,24337,24337,1,0.00
Design,23/08/2024,28/03/2025,217,80280,80280,1,0.00
Scope,18/07/2024,19/03/2025,244,194963,147427,0,-0.24
Scope,11/01/2019,26/04/2022,1201,244246,242605,0,-0.01
Design,27/04/2022,05/06/2022,39,1216979,1507038,1,0.24
Scope,12/07/2023,11/04/2024,274,24669,24669,1,0.00
Scope,12/11/2024,27/08/2025,288,5389,5389,1,0.00
Scope,06/09/2022,19/10/2022,43,234660,228003,0,-0.03
Design,19/10/2022,04/10/2023,350,1055970,646218,0,-0.39
Construction,07/12/2023,04/01/2025,394,13316955,12517373,0,-0.06
Scope,04/08/2025,28/08/2025,24,2025814,414910,0,-0.80
Scope,23/05/2025,23/05/2025,1,39773,38069,0,-0.04
Scope,23/01/2024,26/06/2024,155,2025546,1507271,0,-0.26
Scope,26/03/2024,26/03/2024,1,67501,9226,0,-0.86
Design,27/03/2024,12/02/2024,44,315005,351706,1,0.12
Scope,16/05/2024,16/05/2024,1,58106,89366,1,0.54
Design,17/05/2024,03/03/2025,290,271159,216297,0,-0.20
Scope,01/03/2024,20/03/2024,19,2918,21181,1,6.26
Scope,21/12/2023,09/03/2024,79,100197,76665,0,-0.23
Design,17/09/2024,21/05/2025,246,459225,274386,0,-0.40
Scope,24/06/2020,23/09/2020,91,2400,3849,1,0.60
Design,23/09/2020,05/05/2021,224,10800,15397,1,0.43
Construction,20/05/2022,23/07/2024,795,139200,127893,0,-0.08
Scope,22/06/2023,04/08/2024,409,845999,489020,0,-0.42
Design,23/05/2024,04/09/2025,469,3948000,2284923,0,-0.42
Design,15/01/2025,04/11/2025,293,99260,208897,1,1.10
Scope,22/06/2022,02/02/2023,225,136780,127822,0,-0.07
Design,02/08/2023,05/04/2023,119,683900,489515,0,-0.28
Scope,28/07/2025,08/01/2025,201,4065,956,0,-0.76
Scope,13/08/2025,19/08/2025,6,3873,610,0,-0.84
Design,22/08/2024,18/02/2025,180,119096,160072,1,0.34
Scope,08/06/2025,08/06/2025,1,4538,98,0,-0.98
Scope,23/05/2019,16/12/2021,938,101108,160060,1,0.58
Design,20/12/2021,05/09/2022,259,487192,567856,1,0.17
Design,11/02/2022,21/03/2023,403,70613,104339,1,0.48
Construction,25/09/2023,06/11/2025,773,1035667,597097,0,-0.42
Design,02/09/2024,18/04/2024,137,52696,77722,1,0.47
Scope,21/05/2024,16/06/2025,391,91495,70843,0,-0.23
Scope,20/08/2025,20/08/2025,1,4178,82,0,-0.98
Scope,20/05/2024,04/08/2025,441,100231,228261,1,1.28
Scope,07/09/2024,26/06/2025,292,39911,104321,1,1.61
Scope,19/08/2025,26/08/2025,7,3547,618,0,-0.83
Scope,19/09/2025,25/09/2025,6,4482,241,0,-0.95
Scope,01/06/2022,20/01/2022,132,6000,7659,1,0.28
Design,21/01/2022,18/07/2022,178,27000,30734,1,0.14
Scope,30/03/2021,08/08/2022,496,64360,122978,1,0.91
Design,22/09/2022,27/04/2023,217,321800,417937,1,0.30
Scope,29/05/2020,21/07/2020,53,3616,10010,1,1.77
Design,21/07/2020,06/02/2021,200,16272,40039,1,1.46
Construction,20/05/2022,23/07/2024,795,209728,193811,0,-0.08
Scope,01/12/2021,21/03/2022,110,1154320,832603,0,-0.28
Design,21/03/2022,29/04/2022,39,5194440,3880716,0,-0.25
Construction,25/07/2022,29/07/2025,1100,65507660,61797344,0,-0.06
Scope,14/06/2022,18/12/2023,552,47871,112316,1,1.35
Scope,30/07/2024,24/03/2025,237,479745,10726,0,-0.98
Scope,26/04/2023,20/09/2023,147,75708,82223,1,0.09
Design,10/04/2023,24/04/2024,380,375655,294987,0,-0.21
Scope,28/10/2021,11/12/2024,1140,374810,250378,0,-0.33
Design,12/11/2024,15/04/2025,154,1743674,1187585,0,-0.32
Scope,08/11/2025,14/08/2025,86,5337,437,0,-0.92
Scope,27/01/2020,04/10/2020,251,79690,79510,0,0.00
Design,15/04/2020,29/07/2020,105,398450,399607,1,0.00
Design,24/08/2023,30/05/2024,280,60000,87131,1,0.45
Scope,19/02/2020,27/07/2021,524,35448,48842,1,0.38
Design,08/10/2021,24/07/2023,654,177239,256533,1,0.45
Scope,13/07/2022,25/07/2023,377,78905,179151,1,1.27
Design,25/08/2023,25/04/2024,244,394527,306825,0,-0.22
Scope,12/06/2022,15/05/2023,337,27156,46738,1,0.72
Design,16/05/2023,25/04/2024,345,108623,141671,1,0.30
Scope,09/12/2022,22/12/2022,13,98970,162358,1,0.64
Design,01/05/2023,25/04/2023,6,494851,357208,0,-0.28
Scope,30/01/2025,15/08/2025,197,6357,6357,1,0.00
Scope,02/05/2020,05/07/2020,64,69332,72950,1,0.05
Design,05/11/2020,19/08/2020,78,338529,347255,1,0.03
Scope,01/10/2022,05/02/2022,238,54983,88765,1,0.61
Design,07/11/2022,02/10/2023,329,269594,436191,1,0.62
Construction,10/04/2023,01/01/2025,632,5605382,5143756,0,-0.08
Scope,21/12/2023,08/02/2024,49,19660,83296,1,3.24
Design,08/07/2024,02/04/2025,268,78640,96082,1,0.22
Scope,20/08/2025,29/08/2025,9,4530,702,0,-0.85
Scope,21/01/2022,22/03/2022,60,88660,147222,1,0.66
Design,23/03/2022,16/11/2022,238,398970,648750,1,0.63
Construction,08/07/2023,31/07/2025,754,5031455,4579512,0,-0.09
Scope,20/05/2021,28/06/2021,39,18770,35748,1,0.90
Design,25/08/2021,16/02/2022,175,93850,156059,1,0.66
Scope,16/06/2021,11/03/2021,97,13700,39369,1,1.87
Design,13/12/2021,13/04/2022,121,61650,57065,0,-0.07
Construction,20/06/2022,20/05/2024,700,794600,756879,0,-0.05
Scope,01/05/2023,11/03/2023,51,157000,200047,1,0.27
Design,13/11/2023,14/05/2024,183,785000,733366,0,-0.07
Scope,26/07/2023,02/08/2024,373,27692,80433,1,1.90
Design,03/01/2024,18/07/2024,197,129232,56449,0,-0.56
Scope,02/09/2022,19/09/2022,17,35940,4997,0,-0.86
Design,20/09/2022,01/05/2023,223,161730,179559,1,0.11
Scope,04/05/2021,31/08/2021,119,2215100,1541601,0,-0.30
Design,09/01/2021,28/04/2022,474,9967950,5238624,0,-0.47
Scope,11/05/2018,02/04/2020,692,20970,29067,1,0.39
Design,02/04/2020,19/04/2021,382,104850,189336,1,0.81
Scope,25/02/2020,24/11/2021,638,30525,52597,1,0.72
Design,29/11/2021,25/08/2022,269,146797,101420,0,-0.31
Scope,23/04/2025,28/08/2025,127,53688,1715,0,-0.97
Scope,01/09/2024,23/07/2024,40,127081,127081,1,0.00
Scope,15/04/2024,19/09/2024,157,584,584,1,0.00
Scope,27/03/2025,28/08/2025,154,1077185,1063891,0,-0.01
Scope,06/05/2025,06/05/2025,1,32296,437,0,-0.99
Scope,27/06/2022,20/12/2022,176,149285,306105,1,1.05
Design,24/01/2023,05/10/2023,254,742837,763793,1,0.03
Scope,16/03/2023,21/03/2023,5,3581,1207,0,-0.66
Design,21/03/2023,05/03/2023,16,16116,4828,0,-0.70
Design,22/09/2023,23/04/2024,214,101809,109769,1,0.08
Scope,06/03/2021,01/08/2024,1244,128800,158254,1,0.23
Design,19/01/2024,15/05/2024,117,644000,904856,1,0.41
Scope,30/04/2024,11/01/2024,110,59800,59800,1,0.00
Design,19/11/2024,04/07/2025,227,132873,132873,1,0.00
Design,29/06/2023,18/04/2024,294,48000,58643,1,0.22
Scope,13/06/2024,04/02/2025,236,72491,147773,1,1.04
Design,25/06/2024,27/01/2025,216,90000,64716,0,-0.28
Scope,06/11/2025,28/08/2025,70,96764,57992,0,-0.40
Scope,15/08/2023,09/05/2023,98,3871,2512,0,-0.35
Design,09/05/2023,11/01/2023,118,17419,10046,0,-0.42
Scope,06/12/2025,07/01/2025,333,4793,1256,0,-0.74
Scope,19/05/2025,30/09/2025,134,150099,72827,0,-0.51
Scope,30/07/2021,04/01/2022,158,6269,6,0,-1.00
Design,04/01/2022,04/01/2022,1,28213,23,0,-1.00
Scope,06/04/2025,06/11/2025,214,4000,2323,0,-0.42
Scope,03/02/2021,02/03/2022,392,47324,47324,1,0.00
Design,02/04/2022,22/02/2022,39,93788,93788,1,0.00
Scope,30/06/2022,10/04/2022,81,109490,181443,1,0.66
Design,14/10/2022,26/04/2023,194,547449,579933,1,0.06
Scope,03/01/2021,26/10/2021,296,64814,139948,1,1.16
Design,11/03/2021,24/03/2022,378,314425,431537,1,0.37
Scope,29/04/1983,29/04/2023,14610,154256,150609,0,-0.02
Design,14/07/2017,28/04/1997,7382,617025,590696,0,-0.04
Construction,18/06/2018,14/06/2021,1092,11569214,6878763,0,-0.41
Scope,15/08/2013,20/04/1974,14362,245222,260613,1,0.06
Design,24/04/1994,14/02/2017,8332,967305,1045135,1,0.08
Scope,30/08/2019,09/10/2019,40,4477,2717,0,-0.39
Design,09/10/2019,02/05/2020,206,19939,10936,0,-0.45
Scope,05/11/2021,12/07/2021,116,152878,143581,0,-0.06
Design,12/10/2021,10/06/2022,241,754443,721392,0,-0.04
Scope,08/11/2025,08/12/2025,30,4058,98,0,-0.98
Scope,30/08/2019,09/09/2019,10,2279,1963,0,-0.14
Design,09/09/2019,02/05/2020,236,10256,7937,0,-0.23
Scope,07/08/2022,05/04/2023,241,96428,146906,1,0.52
Design,22/05/2023,23/10/2023,154,482141,457002,0,-0.05
Scope,28/04/2022,14/11/2022,200,1076660,939677,0,-0.13
Design,14/11/2022,28/04/2023,165,4844970,3418089,0,-0.29
Scope,26/08/2022,14/11/2022,80,31548,70986,1,1.25
Design,05/04/2023,04/01/2024,274,157740,198078,1,0.26
Scope,16/03/2021,12/07/2021,118,124001,209086,1,0.69
Design,12/08/2021,05/10/2022,419,620000,409977,0,-0.34
Scope,14/02/2022,18/04/2022,63,16059,15076,0,-0.06
Design,19/04/2022,21/09/2022,155,80295,60298,0,-0.25
Scope,08/06/2019,21/11/2019,166,6265,6265,1,0.00
Design,21/11/2019,02/05/2020,163,25126,25126,1,0.00
Scope,05/10/2022,17/02/2023,135,1296661,865684,0,-0.33
Design,21/02/2023,20/04/2023,58,5834970,3352062,0,-0.43
Scope,26/05/2023,10/02/2023,105,46664,93383,1,1.00
Design,10/10/2023,26/08/2024,321,233321,165565,0,-0.29
Scope,07/05/2022,07/05/2022,1,46456,2807,0,-0.94
Design,07/06/2022,25/10/2022,140,232280,358736,1,0.54
